3460 -60 276.46 0 0 124.91233
3461 131 276.59 0 0 126.44083
3462 277 276.72 0 0 121.85534
3463 442 276.86 0 0 118.71342
3464 606 276.99 0 0 123.38383
3465 716 277.13 0 0 124.91233
3466 853 277.26 0 0 118.79834
3467 972 277.39 0 0 114.12792
3468 1082 277.53 0 0 106.31560
3469 1228 277.66 0 0 98.58819
3470 1411 277.79 0 0 90.09653
3471 1530 277.93 0 0 81.51994
3472 1621 278.06 0 0 73.79253
3473 1694 278.20 0 0 65.21596
3474 1767 278.33 0 0 55.11088
3475 1777 278.46 0 0 38.80689
3476 1813 278.60 0 0 30.23031
3477 1841 278.73 0 0 22.50290
3478 1850 278.87 0 0 9.34083
3479 1877 279.00 0 0 0.00000
3480 1868 279.13 0 0 -3.14191
3481 1886 279.27 0 0 -12.39783
3482 1886 279.40 0 0 -19.44590
3483 1804 279.54 0 0 -24.11632
3484 1767 279.67 0 0 -27.93756
3485 1740 279.80 0 0 -32.60798
3486 1667 279.94 0 0 -45.77005
3487 1612 280.07 0 0 -52.73322
3488 1566 280.20 0 0 -52.81813
3489 1548 280.34 0 0 -63.60254
3490 1484 280.47 0 0 -75.32104
3491 1347 280.61 0 0 -75.32104
3492 1265 280.74 0 0 -75.32104
3493 1182 280.87 0 0 -80.75570
3494 1018 281.01 0 0 -96.29543
3495 853 281.14 0 0 -104.78709
3496 780 281.28 0 0 -103.25860
3497 725 281.41 0 0 -105.63626
3498 615 281.54 0 0 -110.13684
3499 414 281.68 0 0 -106.31560
3500 250 281.81 0 0 -101.64518
3501 131 281.95 0 0 -104.70218
3502 21 282.08 0 0 -113.27876
3503 -115 282.21 0 0 -116.33575
3504 -234 282.35 0 0 -103.17368
3505 -344 282.48 0 0 -95.44627
3506 -453 282.61 0 0 -88.48311
3507 -609 282.75 0 0 -81.43503
3508 -755 282.88 0 0 -76.08528
3509 -801 283.02 0 0 -70.65062
3510 -874 283.15 0 0 -68.27296
3511 -911 283.28 0 0 -61.39471
3512 -938 283.42 0 0 -48.91197
3513 -1011 283.55 0 0 -39.57114
3514 -1066 283.69 0 0 -31.07948
3515 -1148 283.82 0 0 -20.21015
3516 -1176 283.95 0 0 -14.69057
3517 -1185 284.09 0 0 -10.86933
3518 -1221 284.22 0 0 0.76425
3519 -1167 284.35 0 0 10.86933
3520 -1112 284.49 0 0 23.26715
3521 -1084 284.62 0 0 29.55098
3522 -1066 284.76 0 0 35.74989
3523 -1002 284.89 0 0 43.47731
3524 -938 285.02 0 0 46.61922
3525 -874 285.16 0 0 50.52538
3526 -828 285.29 0 0 59.78130
3527 -764 285.43 0 0 65.21596
3528 -709 285.56 0 0 68.35787
3529 -618 285.69 0 0 65.98021
3530 -517 285.83 0 0 65.21596
3531 -380 285.96 0 0 64.45171
3532 -298 286.10 0 0 65.89529
3533 -197 286.23 0 0 72.85845
3534 -161 286.36 0 0 76.76462
3535 -106 286.50 0 0 70.56570
3536 -69 286.63 0 0 57.31871
3537 12 286.76 0 0 51.20472
3538 149 286.90 0 0 59.69638
3539 286 287.03 0 0 65.89529
3540 314 287.17 0 0 63.60254
3541 295 287.30 0 0 68.95229
3542 305 287.43 0 0 71.41487
3543 506 287.57 0 0 69.12212
3544 615 287.70 0 0 59.78130
3545 643 287.84 0 0 62.83829
3546 743 287.97 0 0 74.55679
3547 853 288.10 0 0 77.61378
3548 963 288.24 0 0 63.60254
3549 990 288.37 0 0 62.92321
3550 1054 288.51 0 0 72.17912
3551 1173 288.64 0 0 66.06512
3552 1219 288.77 0 0 56.72430
3553 1255 288.91 0 0 46.53430
3554 1356 289.04 0 0 47.38347
3555 1493 289.17 0 0 46.61922
3556 1521 289.31 0 0 39.57114
3557 1521 289.44 0 0 37.27839
3558 1511 289.58 0 0 36.51414
3559 1548 289.71 0 0 27.17332
3560 1603 289.84 0 0 11.63358
3561 1639 289.98 0 0 6.19891
3562 1658 290.11 0 0 0.76425
3563 1685 290.25 0 0 -5.43466
3564 1676 290.38 0 0 -14.77549
3565 1630 290.51 0 0 -23.26715
3566 1594 290.65 0 0 -37.19347
3567 1530 290.78 0 0 -54.34663
3568 1447 290.92 0 0 -65.98021
3569 1374 291.05 0 0 -72.17912
3570 1329 291.18 0 0 -82.28419
3571 1201 291.32 0 0 -90.86077
3572 1018 291.45 0 0 -96.29543
3573 908 291.58 0 0 -96.97477
3574 826 291.72 0 0 -103.25860
3575 661 291.85 0 0 -108.69326
3576 524 291.99 0 0 -110.22176
3577 396 292.12 0 0 -102.40943
3578 305 292.25 0 0 -102.40943
3579 158 292.39 0 0 -110.98601
3580 49 292.52 0 0 -103.17368
3581 -97 292.66 0 0 -98.50327
3582 -188 292.79 0 0 -95.44627
3583 -298 292.92 0 0 -100.11668
3584 -481 293.06 0 0 -89.16245
3585 -554 293.19 0 0 -77.61378
3586 -636 293.33 0 0 -68.27296
3587 -728 293.46 0 0 -67.59362
3588 -874 293.59 0 0 -65.21596
3589 -892 293.73 0 0 -51.20472
3590 -865 293.86 0 0 -41.94881
3591 -901 293.99 0 0 -33.37223
3592 -984 294.13 0 0 -20.97440
3593 -1066 294.26 0 0 0.00000
3594 -1084 294.40 0 0 3.05700
3595 -1048 294.53 0 0 -3.05700
3596 -1029 294.66 0 0 -3.14191
3597 -975 294.80 0 0 9.34083
3598 -874 294.93 0 0 24.03140
3599 -856 295.07 0 0 33.37223
3600 -901 295.20 0 0 34.22139
3601 -938 295.33 0 0 34.13648
3602 -874 295.47 0 0 35.74989
3603 -783 295.60 0 0 29.46606
