 0 413.4
 1 19.6
 2 17.8
 3 19.8
 4 18.7
 5 19.2
 7 18.2
 8 19.0
 9 20.1
 10 17.7
 11 18.2
 12 18.7
 13 18.5
 14 19.0
 15 19.5
 16 19.6
 0 0
