 0 463.0
 1 22.0
 2 25.4
 2 25.1
 3 24.3
 3 24.4
 3 24.4
 3 25.3
 4 23.6
 4 23.3
 5 22.1
 5 22.2
 6 24.1
 6 24.2
 6 24.5
 7 23.3
 7 23.2
 8 23.7
 8 23.6
 9 22.7
 9 22.9
 10 25.0
 10 25.1
 11 24.8
 12 21.7
 12 21.6
 13 25.1
 13 25.0
 13 25.1
 14 23.7
 14 23.5
 15 27.6
 15 27.8
 15 28.1
 15 27.6
 16 27.4
 16 27.1
 2 22.6
 3 21.2
 4 20.4
 5 21.0
 6 21.1
 7 22.8
 8 24.5
 9 23.4
 10 21.6
 11 24.6
 12 22.9
 13 26.6
 14 23.9
 15 22.4
 16 24.8
