3403 570 810.30
3404 615 810.30
3405 652 810.30
3406 643 810.30
3407 606 810.30
3408 551 810.30
3409 506 810.30
3410 551 810.30
3411 588 810.30
3412 561 810.30
3413 551 810.30
3414 497 810.30
3415 423 810.30
3416 396 810.30
3417 332 810.30
3418 286 810.30
3419 222 810.30
3420 158 810.30
3421 122 810.30
3422 30 810.30
3423 3 810.30
3424 -15 810.30
3425 -15 810.30
3426 3 810.30
3427 -60 810.30
3428 -161 810.30
3429 -252 810.30
3430 -234 810.30
3431 -133 810.30
3432 -106 810.30
3433 -243 810.30
3434 -298 810.30
3435 -161 810.30
3436 -51 810.30
3437 -42 810.30
3438 -161 810.30
3439 -42 810.30
3440 140 810.30
3441 277 810.30
3442 140 810.30
3443 49 810.30
3444 213 810.30
3445 387 810.30
3446 405 810.30
3447 396 810.30
3448 597 810.30
3449 643 810.30
3450 606 810.30
3451 588 810.30
3452 780 810.30
3453 917 810.30
3454 826 810.30
3455 689 810.30
3456 743 810.30
3457 862 810.30
3458 807 810.30
3459 606 810.30
3460 698 810.30
3461 844 810.30
3462 725 810.30
3463 506 810.30
3464 542 810.30
3465 743 810.30
3466 734 810.30
3467 570 810.30
3468 423 810.30
3469 451 810.30
3470 469 810.30
3471 387 810.30
3472 332 810.30
3473 359 810.30
3474 286 810.30
3475 122 810.30
3476 49 810.30
3477 167 810.30
3478 314 810.30
3479 350 810.30
3480 332 810.30
3481 259 810.30
3482 158 810.30
3483 140 810.30
3484 268 810.30
3485 314 810.30
3486 167 810.30
3487 21 810.30
3488 259 810.30
3489 460 810.30
3490 369 810.30
3491 158 810.30
3492 167 810.30
3493 378 810.30
3494 487 810.30
3495 332 810.30
3496 204 810.30
3497 314 810.30
3498 515 810.30
3499 652 810.30
3500 551 810.30
3501 469 810.30
3502 478 810.30
3503 451 810.30
3504 350 810.30
3505 295 810.30
3506 378 810.30
3507 378 810.30
3508 314 810.30
3509 149 810.30
3510 67 810.30
3511 122 810.30
3512 167 810.30
3513 94 810.30
3514 -51 810.30
3515 -161 810.30
3516 -289 810.30
3517 -289 810.30
3518 -225 810.30
3519 -243 810.30
3520 -380 810.30
3521 -444 810.30
3522 -380 810.30
3523 -316 810.30
3524 -399 810.30
3525 -463 810.30
3526 -353 810.30
3527 -124 810.30
3528 -161 810.30
3529 -280 810.30
3530 -325 810.30
3531 -133 810.30
3532 67 810.30
3533 21 810.30
3534 -97 810.30
3535 -33 810.30
3536 250 810.30
3537 405 810.30
3538 350 810.30
3539 332 810.30
3540 478 810.30
3541 615 810.30
3542 652 810.30
3543 570 810.30
3544 670 810.30
3545 881 810.30
3546 899 810.30
3547 743 810.30
3548 588 810.30
3549 753 810.30
3550 1018 810.30
3551 1027 810.30
3552 817 810.30
3553 762 810.30
3554 926 810.30
3555 1082 810.30
3556 963 810.30
3557 780 810.30
3558 743 810.30
3559 844 810.30
3560 771 810.30
3561 551 810.30
3562 469 810.30
3563 597 810.30
3564 615 810.30
3565 469 810.30
3566 396 810.30
3567 396 810.30
3568 341 810.30
3569 213 810.30
3570 140 810.30
3571 177 810.30
3572 122 810.30
3573 -60 810.30
3574 -188 810.30
3575 -51 810.30
3576 -24 810.30
3577 -261 810.30
3578 -481 810.30
3579 -472 810.30
3580 -307 810.30
3581 -335 810.30
3582 -463 810.30
3583 -545 810.30
3584 -517 810.30
3585 -499 810.30
3586 -481 810.30
3587 -499 810.30
3588 -508 810.30
3589 -453 810.30
3590 -417 810.30
3591 -335 810.30
3592 -344 810.30
3593 -426 810.30
3594 -353 810.30
3595 -133 810.30
3596 140 810.30
3597 231 810.30
3598 204 810.30
3599 140 810.30
3600 122 810.30
3601 186 810.30
3602 350 810.30
3603 524 810.30
3604 579 810.30
3605 487 810.30
3606 478 810.30
3607 423 810.30
3608 460 810.30
3609 533 810.30
3610 652 810.30
3611 707 810.30
3612 588 810.30
3613 396 810.30
3614 378 810.30
3615 469 810.30
3616 551 810.30
3617 414 810.30
3618 323 810.30
3619 231 810.30
3620 204 810.30
3621 149 810.30
3622 113 810.30
3623 213 810.30
3624 295 810.30
3625 195 810.30
3626 49 810.30
3627 58 810.30
3628 186 810.30
3629 167 810.30
3630 3 810.30
3631 -24 810.30
3632 131 810.30
3633 250 810.30
3634 177 810.30
3635 76 810.30
3636 39 810.30
3637 131 810.30
3638 195 810.30
3639 213 810.30
3640 250 810.30
3641 241 810.30
3642 259 810.30
3643 295 810.30
3644 341 810.30
3645 323 810.30
3646 305 810.30
3647 231 810.30
3648 295 810.30
3649 414 810.30
3650 369 810.30
3651 387 810.30
3652 451 810.30
3653 350 810.30
3654 241 810.30
3655 195 810.30
3656 222 810.30
3657 277 810.30
3658 241 810.30
3659 149 810.30
3660 113 810.30
3661 542 810.30
3662 606 810.30
3663 277 810.30
3664 -207 810.30
3665 -243 810.30
3666 -243 810.30
3667 506 810.30
3668 350 810.30
3669 -380 810.30
