0 0.000 -2.817 0.740 -0.001
1 0.115 -2.817 0.779 -0.005
2 0.230 -2.817 0.759 -0.008
3 0.345 -2.817 0.740 -0.013
4 0.460 -2.817 0.740 -0.018
5 0.575 -2.817 0.779 -0.017
6 0.690 -2.818 0.759 -0.014
7 0.805 -2.818 0.701 -0.014
8 0.919 -2.818 0.682 -0.016
9 1.034 -2.818 0.643 -0.012
10 1.149 -2.818 0.584 -0.009
11 1.264 -2.818 0.584 -0.009
12 1.379 -2.818 0.526 -0.002
13 1.494 -2.818 0.487 0.002
14 1.609 -2.818 0.429 0.006
15 1.724 -2.818 0.487 0.011
16 1.839 -2.818 0.468 0.013
17 1.954 -2.818 0.487 0.018
18 2.069 -2.818 0.487 0.025
19 2.184 -2.818 0.507 0.027
20 2.299 -2.817 0.565 0.039
21 2.414 -2.817 0.604 0.037
22 2.529 -2.816 0.623 0.040
23 2.643 -2.816 0.662 0.039
24 2.758 -2.816 0.701 0.041
25 2.873 -2.815 0.701 0.044
26 2.988 -2.815 0.701 0.044
27 3.103 -2.814 0.682 0.043
28 3.218 -2.814 0.584 0.042
29 3.333 -2.813 0.526 0.039
30 3.448 -2.813 0.468 0.037
31 3.563 -2.812 0.468 0.031
32 3.678 -2.812 0.409 0.031
33 3.793 -2.812 0.332 0.027
34 3.908 -2.811 0.351 0.024
35 4.023 -2.811 0.351 0.021
36 4.138 -2.811 0.371 0.018
37 4.253 -2.810 0.351 0.015
38 4.367 -2.810 0.351 0.010
39 4.482 -2.810 0.371 0.010
40 4.597 -2.810 0.429 0.008
41 4.712 -2.810 0.468 0.004
42 4.827 -2.810 0.507 -0.000
43 4.942 -2.810 0.507 0.005
44 5.057 -2.810 0.487 0.003
45 5.172 -2.810 0.526 -0.003
46 5.287 -2.810 0.545 -0.000
47 5.402 -2.810 0.487 0.002
48 5.517 -2.810 0.371 0.003
49 5.632 -2.810 0.448 0.003
50 5.747 -2.810 0.429 0.002
51 5.862 -2.810 0.448 0.007
52 5.977 -2.810 0.409 0.010
53 6.091 -2.810 0.448 0.011
54 6.206 -2.809 0.448 0.021
55 6.321 -2.809 0.468 0.019
56 6.436 -2.809 0.487 0.021
57 6.551 -2.809 0.545 0.029
58 6.666 -2.808 0.584 0.033
59 6.781 -2.808 0.623 0.040
60 6.896 -2.808 0.643 0.047
61 7.011 -2.807 0.682 0.048
62 7.126 -2.806 0.682 0.051
63 7.241 -2.806 0.701 0.058
64 7.356 -2.805 0.701 0.057
65 7.471 -2.805 0.720 0.059
66 7.586 -2.804 0.682 0.057
67 7.701 -2.803 0.701 0.055
68 7.815 -2.803 0.682 0.059
69 7.930 -2.802 0.662 0.056
70 8.045 -2.801 0.643 0.053
71 8.160 -2.801 0.623 0.051
72 8.275 -2.800 0.604 0.043
73 8.390 -2.800 0.584 0.037
74 8.505 -2.799 0.565 0.034
75 8.620 -2.799 0.584 0.021
76 8.735 -2.799 0.604 0.017
77 8.850 -2.798 0.604 -0.001
78 8.965 -2.798 0.643 0.001
79 9.080 -2.798 0.643 0.002
80 9.195 -2.798 0.662 -0.016
81 9.310 -2.799 0.720 -0.019
82 9.425 -2.799 0.779 -0.020
83 9.539 -2.799 0.818 -0.024
84 9.654 -2.799 0.857 -0.026
85 9.769 -2.800 0.857 -0.030
86 9.884 -2.800 0.876 -0.026
87 9.999 -2.800 0.876 -0.026
88 10.114 -2.800 0.857 -0.019
89 10.229 -2.801 0.818 -0.014
90 10.344 -2.801 0.779 -0.007
91 10.459 -2.801 0.701 -0.003
92 10.574 -2.801 0.662 0.008
93 10.689 -2.801 0.584 0.019
94 10.804 -2.801 0.468 0.022
95 10.919 -2.800 0.409 0.030
96 11.034 -2.800 0.332 0.042
97 11.149 -2.800 0.312 0.051
98 11.263 -2.799 0.312 0.047
99 11.378 -2.798 0.254 0.052
100 11.493 -2.798 0.273 0.056
101 11.608 -2.797 0.332 0.050
102 11.723 -2.797 0.332 0.047
103 11.838 -2.796 0.429 0.045
104 11.953 -2.796 0.429 0.035
105 12.068 -2.795 0.468 0.032
106 12.183 -2.795 0.507 0.020
107 12.298 -2.795 0.526 0.008
108 12.413 -2.794 0.526 0.004
109 12.528 -2.794 0.565 -0.011
110 12.643 -2.795 0.507 -0.014
111 12.758 -2.795 0.507 -0.018
112 12.873 -2.795 0.448 -0.031
113 12.987 -2.795 0.371 -0.032
114 13.102 -2.796 0.409 -0.034
115 13.217 -2.796 0.371 -0.037
116 13.332 -2.796 0.371 -0.033
117 13.447 -2.797 0.332 -0.033
118 13.562 -2.797 0.371 -0.027
119 13.677 -2.798 0.371 -0.025
120 13.792 -2.798 0.371 -0.020
121 13.907 -2.798 0.409 -0.008
122 14.022 -2.798 0.468 0.001
123 14.137 -2.798 0.468 -0.002
124 14.252 -2.798 0.526 0.006
125 14.367 -2.798 0.604 0.011
126 14.482 -2.798 0.643 0.014
127 14.597 -2.798 0.662 0.014
128 14.711 -2.798 0.740 0.012
129 14.826 -2.797 0.779 0.015
130 14.941 -2.797 0.759 0.014
131 15.056 -2.797 0.759 0.012
132 15.171 -2.797 0.779 0.022
133 15.286 -2.797 0.798 0.014
134 15.401 -2.797 0.759 0.006
135 15.516 -2.797 0.720 0.005
136 15.631 -2.796 0.701 0.001
137 15.746 -2.796 0.643 0.007
138 15.861 -2.796 0.604 -0.001
139 15.976 -2.796 0.584 0.006
140 16.091 -2.796 0.565 0.012
141 16.206 -2.796 0.526 0.013
142 16.321 -2.796 0.526 0.020
143 16.435 -2.796 0.487 0.022
144 16.550 -2.796 0.526 0.037
