0 -2.22 0.12 0.00
1 -2.10 0.12 0.00
2 -2.10 0.20 0.00
3 -2.10 0.24 0.00
4 -2.10 0.24 0.00
5 -2.01 0.29 0.00
6 -2.10 0.33 0.00
7 -2.14 0.20 0.00
8 -2.10 0.20 0.00
9 -2.01 0.16 0.00
10 -2.10 0.12 0.00
11 -2.10 0.20 0.00
12 -2.10 0.12 0.00
13 -2.10 0.20 0.00
14 -2.10 0.37 0.00
15 -2.10 0.37 0.00
16 -2.10 0.41 0.00
17 -2.10 0.37 0.00
18 -2.05 0.24 0.00
19 -2.05 0.24 0.00
20 -2.01 0.07 0.00
21 -2.05 -0.01 0.00
22 -2.05 0.03 0.00
23 -2.01 0.03 0.00
24 -2.01 0.12 0.00
25 -2.05 0.33 0.00
26 -2.05 0.33 0.00
27 -2.01 0.37 0.00
28 -2.01 0.33 0.00
29 -2.01 0.20 0.00
30 -2.01 0.20 0.00
31 -2.05 0.07 0.00
32 -1.97 -0.05 0.00
33 -2.01 -0.05 0.00
34 -2.01 -0.01 0.00
35 -2.01 -0.01 0.00
36 -2.01 0.07 0.00
37 -2.01 0.07 0.00
38 -2.01 0.03 0.00
39 -2.01 -0.01 0.00
40 -2.01 -0.01 0.00
41 -2.01 -0.01 0.00
42 -2.01 0.03 0.00
43 -2.01 0.03 0.00
44 -2.01 0.03 0.00
45 -2.01 0.03 0.00
46 -2.01 -0.01 0.00
47 -2.01 0.03 0.00
48 -2.01 0.16 0.00
49 -2.01 -0.01 0.00
50 -2.01 -0.31 0.00
51 -2.01 -0.01 0.00
52 -2.01 0.33 0.00
53 -2.01 0.12 0.00
54 -1.97 0.33 0.00
55 -2.01 0.33 0.00
56 -2.01 -0.01 0.00
57 -1.97 0.12 0.00
58 -2.01 0.12 0.00
59 -1.97 -0.05 0.00
60 -1.97 0.03 0.00
61 -1.97 -0.14 0.00
62 -1.97 -0.26 0.00
63 -1.97 0.03 0.00
64 -1.97 0.12 0.00
65 -1.97 0.24 0.00
66 -1.97 0.33 0.00
67 -1.97 0.20 0.00
68 -1.97 0.12 0.00
69 -1.93 0.12 0.00
70 -1.93 0.12 0.00
71 -1.93 0.12 0.00
72 -1.93 0.12 0.00
73 -1.93 0.07 0.00
74 -1.93 0.03 0.00
75 -1.93 0.07 0.00
76 -1.93 0.24 0.00
77 -1.93 0.29 0.00
78 -1.93 0.29 0.00
79 -1.93 0.33 0.00
80 -1.93 0.29 0.00
81 -1.93 0.07 0.00
82 -1.89 0.03 0.00
83 -1.93 -0.01 0.00
84 -1.93 -0.09 0.00
85 -1.93 -0.01 0.00
86 -1.93 0.03 0.00
87 -1.93 0.12 0.00
88 -1.93 0.24 0.00
89 -1.93 0.24 0.00
90 -1.93 0.20 0.00
91 -1.93 0.20 0.00
92 -1.93 0.12 0.00
93 -1.93 0.03 0.00
94 -1.93 0.12 0.00
95 -1.89 0.12 0.00
96 -1.93 0.20 0.00
97 -1.89 0.29 0.00
98 -1.89 0.37 0.00
99 -1.89 0.33 0.00
100 -1.93 0.24 0.00
101 -1.89 0.24 0.00
102 -1.89 0.20 0.00
103 -1.93 0.12 0.00
104 -1.89 0.20 0.00
105 -1.89 0.12 0.00
106 -1.89 0.12 0.00
107 -1.89 0.20 0.00
108 -1.89 0.12 0.00
109 -1.89 0.12 0.00
110 -1.89 0.12 0.00
111 -1.89 0.07 0.00
112 -1.89 0.07 0.00
113 -1.89 0.07 0.00
114 -1.89 0.07 0.00
115 -1.89 0.12 0.00
116 -1.89 0.12 0.00
117 -1.89 0.12 0.00
118 -1.89 0.12 0.00
119 -1.80 0.07 0.00
120 -1.89 0.07 0.00
121 -1.89 0.03 0.00
122 -1.89 0.03 0.00
123 -1.80 -0.01 0.00
124 -1.80 -0.01 0.00
125 -1.89 -0.01 0.00
126 -1.80 -0.01 0.00
127 -1.80 0.03 0.00
128 -1.80 0.07 0.00
129 -1.89 0.03 0.00
130 -1.80 0.03 0.00
131 -1.80 -0.01 0.00
132 -1.80 0.03 0.00
133 -1.80 -0.01 0.00
134 -1.80 -0.01 0.00
135 -1.80 -0.01 0.00
136 -1.80 -0.05 0.00
137 -1.80 -0.01 0.00
138 -1.80 0.07 0.00
139 -1.80 0.12 0.00
140 -1.80 0.24 0.00
141 -1.80 0.24 0.00
142 -1.80 0.24 0.00
143 -1.80 0.37 0.00
144 -1.80 0.20 0.00
145 -1.80 0.16 0.00
146 -1.80 0.12 0.00
147 -1.80 0.07 0.00
148 -1.80 0.07 0.00
149 -1.80 0.12 0.00
150 -1.76 0.07 0.00
151 -1.80 0.24 0.00
152 -1.76 0.24 0.00
153 -1.76 0.12 0.00
154 -1.76 0.24 0.00
155 -1.80 0.16 0.00
156 -1.76 0.12 0.00
157 -1.76 0.24 0.00
158 -1.76 0.20 0.00
159 -1.76 0.20 0.00
160 -1.76 0.37 0.00
161 -1.76 0.24 0.00
162 -1.76 0.29 0.00
163 -1.76 0.33 0.00
164 -1.76 0.24 0.00
165 -1.76 0.37 0.00
166 -1.76 0.37 0.00
167 -1.76 0.24 0.00
168 -1.76 0.29 0.00
169 -1.76 0.20 0.00
170 -1.76 0.12 0.00
171 -1.76 0.24 0.00
172 -1.76 0.24 0.00
173 -1.76 0.12 0.00
174 -1.76 0.20 0.00
175 -1.76 0.12 0.00
176 -1.76 0.03 0.00
177 -1.76 0.12 0.00
178 -1.76 0.07 0.00
179 -1.76 0.07 0.00
180 -1.76 0.07 0.00
181 -1.76 -0.01 0.00
182 -1.76 0.07 0.00
183 -1.76 0.12 0.00
184 -1.76 0.12 0.00
185 -1.76 0.12 0.00
186 -1.76 0.03 0.00
187 -1.76 -0.01 0.00
188 -1.72 -0.01 0.00
189 -1.76 -0.01 0.00
190 -1.76 0.03 0.00
191 -1.76 0.07 0.00
192 -1.72 0.07 0.00
193 -1.76 0.07 0.00
194 -1.72 0.12 0.00
195 -1.76 0.12 0.00
196 -1.72 0.12 0.00
197 -1.72 0.07 0.00
198 -1.72 0.07 0.00
199 -1.72 0.03 0.00
200 -1.76 0.07 0.00
201 -1.72 0.12 0.00
202 -1.64 0.12 0.00
203 -1.68 0.20 0.00
204 -1.68 0.20 0.00
205 -1.68 0.20 0.00
206 -1.68 0.24 0.00
207 -1.68 0.24 0.00
208 -1.68 0.24 0.00
209 -1.68 0.24 0.00
210 -1.68 0.24 0.00
211 -1.68 0.20 0.00
212 -1.68 0.20 0.00
213 -1.68 0.20 0.00
214 -1.68 0.12 0.00
215 -1.68 0.12 0.00
216 -1.68 0.12 0.00
217 -1.68 0.12 0.00
218 -1.68 0.12 0.00
219 -1.68 0.12 0.00
220 -1.68 0.07 0.00
221 -1.68 0.12 0.00
222 -1.68 0.12 0.00
223 -1.68 0.12 0.00
224 -1.68 0.20 0.00
225 -1.68 0.12 0.00
226 -1.68 0.20 0.00
227 -1.68 0.20 0.00
228 -1.68 0.20 0.00
229 -1.68 0.20 0.00
230 -1.72 0.16 0.00
231 -1.68 0.20 0.00
232 -1.68 0.24 0.00
233 -1.64 0.29 0.00
234 -1.64 0.33 0.00
235 -1.68 0.29 0.00
236 -1.68 0.24 0.00
237 -1.64 0.20 0.00
238 -1.68 0.20 0.00
239 -1.64 0.20 0.00
240 -1.64 0.20 0.00
241 -1.68 0.24 0.00
242 -1.64 0.20 0.00
243 -1.64 0.24 0.00
244 -1.64 0.24 0.00
245 -1.64 0.24 0.00
246 -1.64 0.20 0.00
247 -1.64 0.12 0.00
248 -1.68 0.07 0.00
249 -1.64 0.12 0.00
250 -1.64 0.12 0.00
251 -1.64 0.12 0.00
252 -1.64 0.12 0.00
253 -1.64 0.07 0.00
254 -1.64 0.07 0.00
255 -1.64 0.12 0.00
256 -1.64 0.12 0.00
257 -1.60 0.20 0.00
258 -1.60 0.20 0.00
259 -1.64 0.12 0.00
260 -1.60 0.03 0.00
261 -1.60 -0.09 0.00
262 -1.64 -0.09 0.00
263 -1.60 -0.22 0.00
264 -1.60 -0.05 0.00
265 -1.60 -0.01 0.00
266 -1.64 0.03 0.00
267 -1.60 0.07 0.00
268 -1.64 0.12 0.00
269 -1.60 0.12 0.00
270 -1.60 0.12 0.00
271 -1.60 0.12 0.00
272 -1.60 0.07 0.00
273 -1.60 0.12 0.00
274 -1.60 0.20 0.00
275 -1.60 0.20 0.00
276 -1.60 0.20 0.00
277 -1.60 0.12 0.00
278 -1.60 0.12 0.00
279 -1.60 0.20 0.00
280 -1.60 0.20 0.00
281 -1.60 0.29 0.00
282 -1.60 0.29 0.00
283 -1.60 0.24 0.00
284 -1.60 0.24 0.00
285 -1.60 0.20 0.00
286 -1.60 0.20 0.00
287 -1.55 0.20 0.00
288 -1.60 0.12 0.00
289 -1.60 0.07 0.00
290 -1.60 0.12 0.00
291 -1.55 0.12 0.00
292 -1.60 0.29 0.00
293 -1.55 0.33 0.00
294 -1.60 0.24 0.00
295 -1.60 0.24 0.00
296 -1.55 0.24 0.00
297 -1.55 0.24 0.00
298 -1.55 0.29 0.00
299 -1.55 0.29 0.00
300 -1.60 0.24 0.00
301 -1.55 0.12 0.00
302 -1.55 0.07 0.00
303 -1.55 0.12 0.00
304 -1.55 0.20 0.00
305 -1.55 0.24 0.00
306 -1.55 0.24 0.00
307 -1.55 0.12 0.00
308 -1.55 0.12 0.00
309 -1.55 0.12 0.00
310 -1.55 0.20 0.00
311 -1.55 0.24 0.00
312 -1.55 0.24 0.00
313 -1.55 0.20 0.00
314 -1.55 0.12 0.00
315 -1.55 0.12 0.00
316 -1.55 0.20 0.00
317 -1.55 0.20 0.00
318 -1.55 0.07 0.00
319 -1.55 0.03 0.00
320 -1.55 0.03 0.00
321 -1.55 0.07 0.00
322 -1.55 0.12 0.00
323 -1.55 0.20 0.00
324 -1.55 0.24 0.00
325 -1.55 0.20 0.00
326 -1.55 0.24 0.00
327 -1.55 0.24 0.00
328 -1.55 0.20 0.00
329 -1.55 0.24 0.00
330 -1.55 0.24 0.00
331 -1.55 0.03 0.00
332 -1.47 0.07 0.00
333 -1.47 0.20 0.00
334 -1.51 0.03 0.00
335 -1.55 0.20 0.00
336 -1.47 0.12 0.00
337 -1.55 -0.05 0.00
338 -1.47 0.58 0.00
339 -1.55 0.41 0.00
340 -1.47 -0.35 0.00
341 -1.43 0.03 0.00
342 -1.47 -0.22 0.00
343 -1.47 -0.56 0.00
344 -1.47 0.84 0.00
345 -1.47 0.58 0.00
346 -1.47 -0.48 0.00
347 -1.47 0.41 0.00
348 -1.47 -0.26 0.00
349 -1.47 -0.77 0.00
350 -1.47 0.75 0.00
351 -1.43 0.41 0.00
352 -1.43 -0.31 0.00
353 -1.43 0.80 0.00
354 -1.43 0.33 0.00
355 -1.43 -0.09 0.00
356 -1.47 0.71 0.00
357 -1.43 0.46 0.00
358 -1.43 0.12 0.00
359 -1.43 0.29 0.00
360 -1.43 0.20 0.00
361 -1.43 0.24 0.00
362 -1.43 0.20 0.00
363 -1.43 0.29 0.00
364 -1.43 0.67 0.00
365 -1.43 0.07 0.00
366 -1.43 -0.01 0.00
367 -1.43 0.58 0.00
368 -1.43 -0.09 0.00
369 -1.43 0.03 0.00
370 -1.43 0.75 0.00
371 -1.43 0.20 0.00
372 -1.43 0.24 0.00
373 -1.43 0.58 0.00
374 -1.43 -0.05 0.00
375 -1.43 0.07 0.00
376 -1.43 0.33 0.00
377 -1.43 0.20 0.00
378 -1.43 0.46 0.00
379 -1.43 0.20 0.00
380 -1.43 0.07 0.00
381 -1.35 0.41 0.00
382 -1.43 0.29 0.00
383 -1.39 0.33 0.00
384 -1.39 0.37 0.00
385 -1.43 0.12 0.00
386 -1.39 0.12 0.00
387 -1.39 0.12 0.00
388 -1.35 0.20 0.00
389 -1.39 0.24 0.00
390 -1.39 0.20 0.00
391 -1.43 0.12 0.00
392 -1.39 0.07 0.00
393 -1.39 -0.05 0.00
394 -1.39 0.03 0.00
395 -1.35 0.03 0.00
396 -1.35 0.07 0.00
397 -1.35 0.12 0.00
398 -1.35 0.12 0.00
399 -1.35 0.24 0.00
400 -1.35 0.24 0.00
401 -1.35 0.12 0.00
402 -1.35 0.03 0.00
403 -1.35 -0.14 0.00
404 -1.35 -0.26 0.00
405 -1.35 -0.09 0.00
406 -1.35 0.03 0.00
407 -1.30 0.07 0.00
408 -1.35 0.20 0.00
409 -1.35 0.12 0.00
410 -1.35 0.12 0.00
411 -1.35 0.29 0.00
412 -1.30 0.24 0.00
413 -1.35 0.07 0.00
414 -1.35 0.03 0.00
415 -1.35 -0.01 0.00
416 -1.35 0.03 0.00
417 -1.30 0.12 0.00
418 -1.35 0.20 0.00
419 -1.35 0.12 0.00
420 -1.35 0.20 0.00
421 -1.30 0.24 0.00
422 -1.30 0.24 0.00
423 -1.30 0.33 0.00
424 -1.35 0.33 0.00
425 -1.30 0.20 0.00
426 -1.35 0.12 0.00
427 -1.30 0.20 0.00
428 -1.26 0.20 0.00
429 -1.30 0.24 0.00
430 -1.30 0.24 0.00
431 -1.30 0.29 0.00
432 -1.26 0.37 0.00
433 -1.30 0.41 0.00
434 -1.30 0.41 0.00
435 -1.30 0.37 0.00
436 -1.30 0.29 0.00
437 -1.26 0.20 0.00
438 -1.30 0.24 0.00
439 -1.30 0.37 0.00
440 -1.26 0.46 0.00
441 -1.26 0.46 0.00
442 -1.30 0.41 0.00
443 -1.26 0.24 0.00
444 -1.26 0.12 0.00
445 -1.26 0.24 0.00
446 -1.26 0.24 0.00
447 -1.26 0.20 0.00
448 -1.26 0.12 0.00
449 -1.26 0.07 0.00
450 -1.26 0.07 0.00
451 -1.26 0.24 0.00
452 -1.26 0.33 0.00
453 -1.26 0.33 0.00
454 -1.26 0.24 0.00
455 -1.26 0.24 0.00
456 -1.26 0.20 0.00
457 -1.26 0.12 0.00
458 -1.22 0.12 0.00
459 -1.26 0.07 0.00
460 -1.26 -0.01 0.00
461 -1.22 -0.01 0.00
462 -1.26 0.07 0.00
463 -1.26 0.07 0.00
464 -1.26 0.07 0.00
465 -1.22 0.07 0.00
466 -1.22 0.07 0.00
467 -1.22 0.07 0.00
468 -1.26 0.07 0.00
469 -1.26 -0.01 0.00
470 -1.22 -0.01 0.00
471 -1.22 -0.01 0.00
472 -1.22 0.03 0.00
473 -1.22 0.12 0.00
474 -1.22 0.24 0.00
475 -1.22 0.24 0.00
476 -1.22 0.24 0.00
477 -1.26 0.29 0.00
478 -1.22 0.24 0.00
479 -1.22 0.24 0.00
480 -1.22 0.20 0.00
481 -1.22 0.20 0.00
482 -1.22 0.20 0.00
483 -1.22 0.24 0.00
484 -1.22 0.33 0.00
485 -1.22 0.37 0.00
486 -1.22 0.37 0.00
487 -1.22 0.33 0.00
488 -1.18 0.20 0.00
489 -1.22 0.12 0.00
490 -1.22 0.03 0.00
491 -1.22 0.03 0.00
492 -1.22 0.07 0.00
493 -1.22 0.07 0.00
494 -1.22 0.12 0.00
495 -1.22 0.29 0.00
496 -1.22 0.37 0.00
497 -1.22 0.41 0.00
498 -1.22 0.37 0.00
499 -1.14 0.29 0.00
500 -1.14 0.24 0.00
501 -1.14 0.29 0.00
502 -1.22 0.33 0.00
503 -1.22 0.37 0.00
504 -1.14 0.37 0.00
505 -1.14 0.33 0.00
506 -1.14 0.37 0.00
507 -1.14 0.37 0.00
508 -1.14 0.37 0.00
509 -1.22 0.37 0.00
510 -1.14 0.29 0.00
511 -1.14 0.20 0.00
512 -1.14 0.12 0.00
513 -1.14 0.12 0.00
514 -1.14 0.03 0.00
515 -1.14 0.07 0.00
516 -1.14 0.12 0.00
517 -1.14 0.12 0.00
518 -1.14 0.12 0.00
519 -1.14 0.20 0.00
520 -1.14 0.20 0.00
521 -1.14 0.24 0.00
522 -1.14 0.24 0.00
523 -1.14 0.24 0.00
524 -1.14 0.24 0.00
525 -1.14 0.20 0.00
526 -1.14 0.12 0.00
527 -1.14 0.20 0.00
528 -1.14 0.20 0.00
529 -1.09 0.20 0.00
530 -1.09 0.20 0.00
531 -1.09 0.12 0.00
532 -1.14 0.12 0.00
533 -1.09 0.12 0.00
534 -1.09 0.03 0.00
535 -1.09 -0.01 0.00
536 -1.09 -0.01 0.00
537 -1.09 -0.01 0.00
538 -1.09 -0.01 0.00
539 -1.09 0.07 0.00
540 -1.09 0.12 0.00
541 -1.09 0.12 0.00
542 -1.09 0.07 0.00
543 -1.09 0.07 0.00
544 -1.09 0.12 0.00
545 -1.09 0.16 0.00
546 -1.09 0.20 0.00
547 -1.09 0.24 0.00
548 -1.09 0.24 0.00
549 -1.05 0.33 0.00
550 -1.09 0.37 0.00
551 -1.09 0.37 0.00
552 -1.09 0.37 0.00
553 -1.09 0.37 0.00
554 -1.05 0.33 0.00
555 -1.05 0.33 0.00
556 -1.09 0.33 0.00
557 -1.09 0.33 0.00
558 -1.05 0.29 0.00
559 -1.09 0.29 0.00
560 -1.09 0.29 0.00
561 -1.09 0.24 0.00
562 -1.05 0.29 0.00
563 -1.09 0.33 0.00
564 -1.01 0.33 0.00
565 -1.05 0.33 0.00
566 -1.09 0.29 0.00
567 -1.09 0.24 0.00
568 -1.05 0.24 0.00
569 -1.05 0.24 0.00
570 -1.05 0.29 0.00
571 -1.05 0.33 0.00
572 -1.09 0.33 0.00
573 -1.05 0.29 0.00
574 -1.05 0.24 0.00
575 -1.05 0.24 0.00
576 -1.05 0.20 0.00
577 -1.05 0.20 0.00
578 -1.05 0.20 0.00
579 -1.05 0.12 0.00
580 -1.05 0.12 0.00
581 -1.05 0.12 0.00
582 -1.05 0.12 0.00
583 -1.05 0.20 0.00
584 -1.01 0.20 0.00
585 -1.01 0.20 0.00
586 -1.01 0.12 0.00
587 -1.01 0.12 0.00
588 -1.01 0.12 0.00
589 -1.01 0.12 0.00
590 -1.01 0.20 0.00
591 -1.05 0.20 0.00
592 -1.01 0.20 0.00
593 -1.01 0.20 0.00
594 -0.97 0.24 0.00
595 -1.01 0.24 0.00
596 -1.01 0.24 0.00
597 -0.97 0.24 0.00
598 -0.97 0.24 0.00
599 -1.01 0.20 0.00
600 -0.97 0.12 0.00
601 -0.97 0.12 0.00
602 -0.97 0.07 0.00
603 -0.97 0.07 0.00
604 -0.97 0.07 0.00
605 -1.01 0.12 0.00
606 -1.01 0.12 0.00
607 -0.97 0.12 0.00
608 -0.97 0.12 0.00
609 -0.97 0.12 0.00
610 -0.97 0.20 0.00
